,Time [s], V, RESP, II, AVR, PLETH
17092,136.74,0.6300100000000001,1.0,0.22021,0.6050800000000001,1.3744
17093,136.74,0.64027,1.0,0.23485999999999999,0.59531,1.3617
17094,136.75,0.65005,1.0,0.25,0.5899300000000001,1.347
17095,136.76,0.6603100000000001,1.0,0.27002,0.58016,1.3314
17096,136.77,0.6652,1.0,0.28026999999999996,0.56989,1.3157
17097,136.78,0.67498,1.0,0.30029,0.54985,1.3001
17098,136.78,0.69013,1.0,0.31494,0.54497,1.2845
17099,136.79,0.69501,1.0,0.33984000000000003,0.52981,1.2688
17100,136.8,0.71017,1.0,0.35498,0.52493,1.2532
17101,136.81,0.7199399999999999,1.0,0.37012,0.50978,1.2375
17102,136.82,0.7350899999999999,1.0,0.38525,0.5,1.2219
17103,136.82,0.74536,1.0,0.41016,0.49022,1.2072
17104,136.83,0.75513,1.0,0.43993999999999994,0.47018999999999994,1.1965
17105,136.84,0.7654,1.0,0.46484,0.45503000000000005,1.1877
17106,136.85,0.77028,1.0,0.49512,0.435,1.1769
17107,136.86,0.7800600000000001,1.0,0.5249,0.41496000000000005,1.1642
17108,136.86,0.79032,1.0,0.56006,0.39492,1.1496
17109,136.87,0.79032,1.0,0.59521,0.37488,1.1349
17110,136.88,0.79032,1.0,0.63477,0.35484,1.1212
17111,136.89,0.77517,1.0,0.6601600000000001,0.3348,1.1075
17112,136.9,0.76002,1.0,0.66992,0.3348,1.0948
17113,136.9,0.73021,1.0,0.62988,0.34995,1.0831
17114,136.91,0.69501,1.0,0.56982,0.37977,1.0723
17115,136.92,0.65005,1.0,0.49023,0.435,1.0626
17116,136.93,0.60997,1.0,0.41016,0.47996000000000005,1.0518
17117,136.94,0.57527,1.0,0.3501,0.52004,1.0459
17118,136.94,0.54985,1.0,0.30029,0.54985,1.043
17119,136.95,0.5351899999999999,1.0,0.27002,0.56989,1.0381
17120,136.96,0.52004,1.0,0.25,0.58504,1.0332
17121,136.97,0.50978,1.0,0.24023000000000003,0.59531,1.0283
17122,136.98,0.50978,1.0,0.24023000000000003,0.59531,1.0176
17123,136.98,0.51515,1.0,0.23485999999999999,0.6002,1.0049
17124,136.99,0.52004,1.0,0.24023000000000003,0.59531,0.9960899999999999
17125,137.0,0.52493,1.0,0.22998000000000002,0.59531,0.9902200000000001
17126,137.01,0.52004,1.0,0.22998000000000002,0.59531,0.98631
17127,137.02,0.52493,1.0,0.2251,0.6002,0.9824
17128,137.02,0.52981,1.0,0.2251,0.59531,0.9775200000000001
17129,137.03,0.52493,1.0,0.22998000000000002,0.59531,0.97556
17130,137.04,0.52981,1.0,0.22998000000000002,0.59531,0.9736100000000001
17131,137.05,0.52981,1.0,0.22998000000000002,0.59531,0.96872
17132,137.06,0.52493,1.0,0.23485999999999999,0.59531,0.9657899999999999
17133,137.06,0.5351899999999999,1.0,0.22998000000000002,0.59531,0.9726299999999999
17134,137.07,0.52493,0.9934,0.2251,0.59531,0.9980399999999999
17135,137.08,0.52004,0.98705,0.2251,0.59531,1.0518
17136,137.09,0.52004,0.9665299999999999,0.22021,0.6002,1.1417
17137,137.1,0.52004,0.94625,0.22021,0.6050800000000001,1.2708
17138,137.1,0.52004,0.9242600000000001,0.22021,0.6002,1.435
17139,137.11,0.52004,0.9025200000000001,0.22021,0.6002,1.6256
17140,137.12,0.52004,0.8822399999999999,0.22021,0.6002,1.8319
17141,137.13,0.52493,0.8619600000000001,0.22998000000000002,0.59531,2.0391
17142,137.14,0.54008,0.8426600000000001,0.25488,0.58016,2.2131
17143,137.14,0.56989,0.8236,0.29491999999999996,0.56012,2.3587
17144,137.15,0.59531,0.8025899999999999,0.33496,0.5351899999999999,2.5024
17145,137.16,0.6202300000000001,0.78182,0.36523,0.51515,2.6285
17146,137.17,0.6300100000000001,0.75935,0.39502,0.49022,2.7312
17147,137.18,0.6202300000000001,0.73687,0.41016,0.47507,2.8104
17148,137.18,0.6050800000000001,0.71415,0.43993999999999994,0.45503000000000005,2.8680000000000003
17149,137.19,0.5899300000000001,0.69142,0.45508000000000004,0.45015,2.9062
17150,137.2,0.56012,0.66919,0.37012,0.49511000000000005,2.9277
17151,137.21,0.54497,0.6469600000000001,0.31494,0.5351899999999999,2.9355
17152,137.22,0.51515,0.62766,0.25488,0.58016,2.9316
17153,137.22,0.50978,0.60836,0.2002,0.6148600000000001,2.9189
17154,137.23,0.5,0.5915,0.18506,0.62512,2.8964
17155,137.24,0.5,0.5746399999999999,0.18994,0.6202300000000001,2.8680000000000003
17156,137.25,0.50489,0.5594899999999999,0.18994,0.6202300000000001,2.8358
17157,137.26,0.5,0.5443399999999999,0.18994,0.62512,2.7986
17158,137.26,0.50978,0.53042,0.19530999999999998,0.6202300000000001,2.7576
17159,137.27,0.50978,0.51649,0.2002,0.6202300000000001,2.7126
17160,137.28,0.52004,0.5050100000000001,0.2002,0.6202300000000001,2.6637
17161,137.29,0.51515,0.49377,0.18994,0.6202300000000001,2.6119
17162,137.3,0.50978,0.48423999999999995,0.10497999999999999,0.67498,2.5562
17163,137.3,0.60997,0.47496000000000005,0.035156,0.7199399999999999,2.4956
17164,137.31,0.82014,0.46641000000000005,0.50977,0.35973,2.4311
17165,137.32,1.0254,0.4581,1.4497,-0.25073,2.3627
17166,137.33,1.1706,0.45028,1.5,-0.50049,2.2893
17167,137.34,0.71017,0.44271000000000005,1.5,-0.30059,2.2209
17168,137.34,0.41007,0.43538000000000004,0.8701200000000001,0.18964,2.1535
17169,137.35,0.51515,0.42828999999999995,0.5200199999999999,0.41984,2.0772
17170,137.36,0.5899300000000001,0.42145,0.33008000000000004,0.54008,1.9971
17171,137.37,0.58016,0.41485,0.24511999999999998,0.6002,1.9159
17172,137.38,0.58016,0.4085,0.18994,0.6300100000000001,1.8368
17173,137.38,0.58016,0.40239,0.16016,0.64027,1.7625
17174,137.39,0.59531,0.39629000000000003,0.1499,0.65494,1.694
17175,137.4,0.6002,0.39018,0.14502,0.65494,1.6325
17176,137.41,0.6050800000000001,0.38358000000000003,0.14014000000000001,0.6603100000000001,1.5797
17177,137.42,0.60997,0.37723,0.1499,0.65494,1.5347
17178,137.42,0.6148600000000001,0.37063,0.1499,0.6451600000000001,1.4985
17179,137.43,0.62512,0.36404000000000003,0.16992000000000002,0.64027,1.4721
17180,137.44,0.62512,0.35768,0.18018,0.6349,1.4516
17181,137.45,0.6349,0.35133000000000003,0.19530999999999998,0.6202300000000001,1.4311
17182,137.46,0.6451600000000001,0.34498,0.21484,0.60997,1.4115
17183,137.46,0.6603100000000001,0.33887,0.22998000000000002,0.6050800000000001,1.3939
17184,137.47,0.67009,0.3313,0.24511999999999998,0.59531,1.3763
17185,137.48,0.67498,0.32397,0.26025,0.58504,1.3587
17186,137.49,0.69013,0.31517,0.27002,0.58016,1.3431
17187,137.5,0.70039,0.30662,0.28515999999999997,0.56989,1.3275
17188,137.5,0.71017,0.29758,0.29491999999999996,0.56012,1.3118
17189,137.51,0.7199399999999999,0.28879,0.31494,0.54985,1.2962
17190,137.52,0.73021,0.27975,0.33008000000000004,0.54497,1.2815
17191,137.53,0.73998,0.27071,0.34521,0.52981,1.2708
17192,137.54,0.75024,0.26215,0.36523,0.52004,1.262
17193,137.54,0.76002,0.2536,0.38525,0.50489,1.2502
17194,137.55,0.77028,0.2453,0.41503999999999996,0.49022,1.2366
17195,137.56,0.7800600000000001,0.23723000000000002,0.43993999999999994,0.47507,1.2229
17196,137.57,0.79032,0.22795,0.46484,0.46481000000000006,1.2102
17197,137.58,0.80499,0.21866999999999998,0.49023,0.44477,1.1975
17198,137.58,0.81525,0.20889000000000002,0.5200199999999999,0.43011000000000005,1.1857
17199,137.59,0.82014,0.19912,0.55518,0.40469,1.1740000000000002
17200,137.6,0.8250200000000001,0.19008,0.59521,0.38514,1.1623
17201,137.61,0.82014,0.18104,0.62988,0.35973,1.1515
17202,137.62,0.80499,0.17249,0.6499,0.34995,1.1398
17203,137.62,0.77517,0.16394,0.6499,0.34506,1.1281
17204,137.63,0.73998,0.15342999999999998,0.6098600000000001,0.36999,1.1202
17205,137.64,0.69013,0.14293,0.54004,0.40469,1.1144
17206,137.65,0.64027,0.13047,0.45996000000000004,0.45015,1.1065
17207,137.66,0.59531,0.11800999999999999,0.39014,0.49511000000000005,1.0978
17208,137.66,0.56012,0.10359000000000002,0.3252,0.5351899999999999,1.089
17209,137.67,0.5351899999999999,0.089421,0.28026999999999996,0.565,1.0811
17210,137.68,0.51515,0.074273,0.24511999999999998,0.58504,1.0743
17211,137.69,0.50489,0.059125,0.22998000000000002,0.59531,1.0684
17212,137.7,0.50489,0.045932,0.22021,0.6002,1.0626
17213,137.7,0.50489,0.032739,0.22021,0.60997,1.0587
17214,137.71,0.50978,0.021256,0.22021,0.60997,1.0557
17215,137.72,0.50978,0.0097728,0.21484,0.6050800000000001,1.0538
17216,137.73,0.51515,0.0046421000000000006,0.22021,0.60997,1.0547
17217,137.74,0.51515,-0.00048864,0.22021,0.6050800000000001,1.0567
17218,137.74,0.51515,-0.00048864,0.22021,0.6050800000000001,1.0567
17219,137.75,0.51515,-0.00048864,0.22021,0.6050800000000001,1.0547
17220,137.76,0.52004,-0.00048864,0.22021,0.6002,1.0499
17221,137.77,0.51515,-0.00048864,0.22998000000000002,0.59531,1.043
17222,137.78,0.51515,-0.00048864,0.22998000000000002,0.59531,1.0371
17223,137.78,0.52004,-0.00048864,0.23485999999999999,0.59531,1.0371
17224,137.79,0.52004,-0.00048864,0.23485999999999999,0.59531,1.0508
17225,137.8,0.50978,-0.00048864,0.24023000000000003,0.59531,1.089
17226,137.81,0.51515,-0.00048864,0.24023000000000003,0.5899300000000001,1.1593
17227,137.82,0.51515,-0.00048864,0.23485999999999999,0.5899300000000001,1.2669
17228,137.82,0.51515,-0.00048864,0.24511999999999998,0.59531,1.4125
17229,137.83,0.52004,-0.00048864,0.24023000000000003,0.59531,1.5630000000000002
17230,137.84,0.51515,-0.00048864,0.24023000000000003,0.5899300000000001,1.7204
17231,137.85,0.52493,-0.00048864,0.25,0.58504,1.9091
17232,137.86,0.54985,-0.00048864,0.28515999999999997,0.565,2.1075
17233,137.86,0.58016,-0.00048864,0.31982,0.54497,2.2991
17234,137.87,0.60997,-0.00048864,0.35986,0.52493,2.4741
17235,137.88,0.6300100000000001,-0.00048864,0.38525,0.5,2.6246
17236,137.89,0.6349,-0.00048864,0.41503999999999996,0.47507,2.7478
17237,137.9,0.6148600000000001,-0.00048864,0.4248,0.46481000000000006,2.8446
17238,137.9,0.60997,-0.00048864,0.45508000000000004,0.44477,2.9159
17239,137.91,0.5899300000000001,-0.00048864,0.43018,0.45503000000000005,2.9658
17240,137.92,0.55523,-0.00048864,0.36523,0.49511000000000005,2.9971
17241,137.93,0.52981,-0.00048864,0.31494,0.54008,3.0078
17242,137.94,0.50978,-0.00048864,0.25488,0.58504,3.0010000000000003
17243,137.94,0.50489,-0.00048864,0.21484,0.60997,2.9902
17244,137.95,0.5,-0.00048864,0.20995999999999998,0.6202300000000001,2.9785
17245,137.96,0.49511000000000005,-0.00048864,0.20508,0.6202300000000001,2.9599
17246,137.97,0.5,-0.00048864,0.20995999999999998,0.6202300000000001,2.9345
17247,137.98,0.50489,-0.00048864,0.21484,0.6202300000000001,2.9032
17248,137.98,0.50978,-0.00048864,0.22021,0.6202300000000001,2.8671
17249,137.99,0.50978,-0.00048864,0.22021,0.6148600000000001,2.827
17250,138.0,0.51515,-0.00048864,0.22021,0.6050800000000001,2.783
17251,138.01,0.50978,-0.00048864,0.20508,0.6148600000000001,2.7361
17252,138.02,0.54497,-0.00048864,0.12012,0.67498,2.6862
17253,138.02,0.62512,-0.00048864,0.064941,0.71505,2.6325
17254,138.03,0.8250200000000001,-0.00048864,0.625,0.28983000000000003,2.5797
17255,138.04,0.9956,-0.00048864,1.5,-0.30059,2.5269
17256,138.05,1.1153,-0.00048864,1.5,-0.50049,2.4663
17257,138.06,0.6451600000000001,-0.00048864,1.5,-0.22532,2.4008
17258,138.06,0.41984,-0.00048864,0.83496,0.21994,2.3304
17259,138.07,0.52981,-0.00048864,0.5200199999999999,0.43011000000000005,2.2551
17260,138.08,0.59531,-0.00048864,0.34521,0.54497,2.176
17261,138.09,0.58016,-0.00048864,0.26025,0.59531,2.0938
17262,138.1,0.58016,-0.00048864,0.21484,0.6202300000000001,2.0108
17263,138.1,0.58016,-0.00048864,0.18506,0.64027,1.9296
17264,138.11,0.58504,-0.00048864,0.17529,0.6451600000000001,1.8524
17265,138.12,0.5899300000000001,-0.00048864,0.16992000000000002,0.65005,1.781
17266,138.13,0.6002,-0.00048864,0.17529,0.6451600000000001,1.7234
17267,138.14,0.6050800000000001,-0.00048864,0.17529,0.6451600000000001,1.6755
17268,138.14,0.60997,-0.00048864,0.17529,0.64027,1.6285
17269,138.15,0.6202300000000001,-0.00048864,0.18994,0.6349,1.5865
17270,138.16,0.6300100000000001,-0.00048864,0.20508,0.62512,1.5494
17271,138.17,0.6349,-0.00048864,0.22021,0.6202300000000001,1.5171
17272,138.18,0.65005,-0.00048864,0.23485999999999999,0.6050800000000001,1.4897
17273,138.18,0.6603100000000001,-0.00048864,0.24511999999999998,0.6002,1.4663
17274,138.19,0.67009,-0.00048864,0.26025,0.59531,1.4448
17275,138.2,0.67498,-0.00048864,0.2749,0.58016,1.4262
17276,138.21,0.69013,0.0014659,0.29004,0.57527,1.4086
17277,138.22,0.69501,0.0034205,0.29491999999999996,0.56989,1.392
17278,138.22,0.70039,0.005130699999999999,0.31006,0.56012,1.3763
17279,138.23,0.71505,0.007085300000000001,0.33008000000000004,0.54985,1.3636
17280,138.24,0.72532,0.0087955,0.34521,0.54497,1.3529
17281,138.25,0.7350899999999999,0.010506,0.35986,0.52981,1.3392
17282,138.26,0.74536,0.011972,0.38525,0.52004,1.3255
17283,138.26,0.76002,0.013682,0.40479,0.50489,1.3109
17284,138.27,0.7654,0.014659,0.43018,0.49022,1.2952
17285,138.28,0.7800600000000001,0.015636,0.4502,0.47507,1.2786
17286,138.29,0.79032,0.015881,0.4751,0.45992,1.262
17287,138.3,0.80499,0.016368999999999998,0.5,0.45015,1.2454
17288,138.3,0.8103600000000001,0.015881,0.5249,0.43011000000000005,1.2297
17289,138.31,0.81525,0.015636,0.56006,0.40469,1.2141
17290,138.32,0.81525,0.014659,0.59521,0.38514,1.1984
17291,138.33,0.81525,0.013682,0.625,0.3651,1.1877
17292,138.34,0.7952100000000001,0.012705,0.6450199999999999,0.35973,1.1789
17293,138.34,0.7654,0.011727,0.63477,0.35973,1.1681
17294,138.35,0.72532,0.010261,0.5898399999999999,0.37977,1.1564
17295,138.36,0.67498,0.009039799999999999,0.5200199999999999,0.41984,1.1447
17296,138.37,0.6202300000000001,0.0058637,0.43993999999999994,0.46481000000000006,1.1339
17297,138.38,0.57527,0.0026875,0.36523,0.50978,1.1241
17298,138.38,0.54497,0.00097728,0.30518,0.54497,1.1163
17299,138.39,0.52004,-0.00048864,0.26514,0.56989,1.1085
17300,138.4,0.5,-0.00048864,0.23485999999999999,0.59531,1.1017
17301,138.41,0.49511000000000005,-0.00048864,0.22021,0.6050800000000001,1.0958
17302,138.42,0.49022,-0.00048864,0.20995999999999998,0.60997,1.0899
17303,138.42,0.49022,-0.00048864,0.20995999999999998,0.60997,1.0841
17304,138.43,0.49511000000000005,-0.00048864,0.20508,0.6148600000000001,1.0811
17305,138.44,0.49511000000000005,-0.00048864,0.20508,0.6148600000000001,1.0811
17306,138.45,0.5,-0.00048864,0.20508,0.6202300000000001,1.0792
17307,138.46,0.5,-0.00048864,0.20995999999999998,0.6148600000000001,1.0772
17308,138.46,0.50489,-0.00048864,0.21484,0.6148600000000001,1.0743
17309,138.47,0.49511000000000005,-0.00048864,0.21484,0.60997,1.0694
17310,138.48,0.49511000000000005,-0.00048864,0.22021,0.60997,1.0616
17311,138.49,0.49511000000000005,-0.00048864,0.22021,0.60997,1.0528
17312,138.5,0.49511000000000005,-0.00048864,0.22021,0.6050800000000001,1.0459
17313,138.5,0.49511000000000005,-0.00048864,0.22021,0.6050800000000001,1.0459
17314,138.51,0.49511000000000005,-0.00048864,0.22021,0.6050800000000001,1.0626
17315,138.52,0.49022,-0.00048864,0.22021,0.6050800000000001,1.1046
17316,138.53,0.49022,-0.00048864,0.2251,0.6050800000000001,1.1652
17317,138.54,0.49022,-0.00048864,0.22021,0.6002,1.2512
17318,138.54,0.49022,-0.00048864,0.22021,0.6002,1.3793
17319,138.55,0.48485,-0.00048864,0.22021,0.6002,1.5425
17320,138.56,0.48485,-0.00048864,0.2251,0.6050800000000001,1.7312
17321,138.57,0.48485,-0.00048864,0.2251,0.6002,1.9335
17322,138.58,0.49511000000000005,-0.00048864,0.24023000000000003,0.59531,2.1349
17323,138.58,0.52004,-0.00048864,0.26514,0.57527,2.3226
17324,138.59,0.54985,-0.00048864,0.30518,0.54985,2.4897
17325,138.6,0.58016,-0.00048864,0.34521,0.52981,2.6315
17326,138.61,0.5899300000000001,-0.00048864,0.37012,0.50978,2.7458
17327,138.62,0.59531,-0.00048864,0.39502,0.48485,2.8338
17328,138.62,0.58016,-0.00048864,0.40479,0.47507,2.8974
17329,138.63,0.58016,-0.00048864,0.43506000000000006,0.45503000000000005,2.9345
17330,138.64,0.54985,-0.00048864,0.39014,0.47507,2.9521
17331,138.65,0.51515,-0.00048864,0.3252,0.52004,2.9619
17332,138.66,0.48485,-0.00048864,0.2749,0.565,2.9619
17333,138.66,0.47018999999999994,-0.00048864,0.21484,0.60997,2.9531
17334,138.67,0.46481000000000006,-0.00048864,0.18018,0.6349,2.9365
17335,138.68,0.46481000000000006,-0.00048864,0.17529,0.6349,2.912
17336,138.69,0.45992,-0.00048864,0.16992000000000002,0.64027,2.8827
17337,138.7,0.45992,-0.00048864,0.17529,0.6349,2.8504
17338,138.7,0.45992,-0.00048864,0.16992000000000002,0.64027,2.8133
17339,138.71,0.46481000000000006,-0.00048864,0.17529,0.6349,2.7732
17340,138.72,0.46481000000000006,-0.00048864,0.17529,0.6349,2.7292
17341,138.73,0.46481000000000006,-0.00048864,0.17529,0.6349,2.6852
17342,138.74,0.45503000000000005,-0.00048864,0.14014000000000001,0.6451600000000001,2.6403
17343,138.74,0.5,-0.00048864,0.044922000000000004,0.7199399999999999,2.5914
17344,138.75,0.6148600000000001,-0.00048864,0.015137000000000001,0.72532,2.5376
17345,138.76,0.82014,-0.00048864,0.7700199999999999,0.17498,2.48
17346,138.77,1.0005,-0.00048864,1.5,-0.40078,2.4184
17347,138.78,1.0704,-0.00048864,1.5,-0.50049,2.3529
17348,138.78,0.47996000000000005,0.0012216,1.2847,-0.06060599999999999,2.2825
17349,138.79,0.37488,0.0031761,0.66992,0.31965,2.2082
17350,138.8,0.50489,0.007573899999999999,0.41016,0.5,2.129
17351,138.81,0.54008,0.011972,0.26025,0.59531,2.0469
17352,138.82,0.52981,0.016125,0.18994,0.64027,1.9648
17353,138.82,0.52493,0.020279,0.14502,0.6603100000000001,1.8847
17354,138.83,0.52981,0.024188,0.125,0.67009,1.8162
17355,138.84,0.52493,0.028097000000000004,0.11523,0.68035,1.7556
17356,138.85,0.54008,0.03225,0.11523,0.68035,1.695
17357,138.86,0.54008,0.036648,0.10985999999999999,0.68524,1.6383
17358,138.86,0.54985,0.041046,0.11523,0.67498,1.5875
17359,138.87,0.55523,0.045443,0.12988,0.6652,1.5445
17360,138.88,0.565,0.049597,0.14014000000000001,0.6652,1.5083
17361,138.89,0.56989,0.05375,0.1499,0.65494,1.479
17362,138.9,0.58016,0.057415,0.16504000000000002,0.6451600000000001,1.4536
17363,138.9,0.58016,0.061324000000000004,0.17529,0.64027,1.4321
17364,138.91,0.5899300000000001,0.06474500000000001,0.18994,0.6300100000000001,1.4135
17365,138.92,0.6050800000000001,0.068409,0.20508,0.6202300000000001,1.3969
17366,138.93,0.60997,0.071586,0.22021,0.6148600000000001,1.3842
17367,138.94,0.6202300000000001,0.07500599999999999,0.22998000000000002,0.6050800000000001,1.3734
17368,138.94,0.6300100000000001,0.077938,0.24511999999999998,0.6002,1.3597
17369,138.95,0.6349,0.081114,0.25488,0.59531,1.3451
17370,138.96,0.65005,0.08404600000000001,0.27002,0.58016,1.3265
17371,138.97,0.6603100000000001,0.086978,0.29004,0.56989,1.3089
17372,138.98,0.67009,0.089665,0.30029,0.56012,1.2962
17373,138.98,0.67498,0.09235299999999999,0.31982,0.54985,1.2825
17374,138.99,0.69013,0.094796,0.33984000000000003,0.54008,1.2678
17375,139.0,0.70039,0.097484,0.36523,0.52493,1.2532
17376,139.01,0.71505,0.098949,0.38525,0.50978,1.2375
17377,139.02,0.72532,0.10042000000000001,0.41016,0.49511000000000005,1.2229
17378,139.02,0.7350899999999999,0.1009,0.43993999999999994,0.47507,1.216
17379,139.03,0.74536,0.10164,0.47021,0.45503000000000005,1.217
17380,139.04,0.75024,0.10188,0.5,0.43988,1.2151
17381,139.05,0.75513,0.10237,0.5351600000000001,0.41496000000000005,1.2072
17382,139.06,0.73998,0.10237,0.56494,0.40469,1.1965
17383,139.06,0.7199399999999999,0.10237,0.5752,0.39003000000000004,1.1848
17384,139.07,0.69013,0.1009,0.56006,0.3998,1.172
17385,139.08,0.6451600000000001,0.099682,0.50977,0.42473,1.1603
17386,139.09,0.59531,0.096751,0.43993999999999994,0.45992,1.1505
17387,139.1,0.54497,0.094063,0.35498,0.50978,1.1408
17388,139.1,0.50489,0.08917699999999999,0.28515999999999997,0.56012,1.1329
17389,139.11,0.47996000000000005,0.084535,0.22998000000000002,0.5899300000000001,1.1261
17390,139.12,0.45992,0.078427,0.18994,0.6202300000000001,1.1202
17391,139.13,0.44477,0.072563,0.17529,0.6300100000000001,1.1173
17392,139.14,0.435,0.066699,0.16016,0.64027,1.1163
17393,139.14,0.43988,0.061079999999999995,0.1499,0.65005,1.1134
17394,139.15,0.435,0.055705,0.14014000000000001,0.65494,1.1095
17395,139.16,0.43988,0.05033,0.14014000000000001,0.6603100000000001,1.1056
17396,139.17,0.43988,0.043977999999999996,0.14502,0.65494,1.1026
17397,139.18,0.43988,0.037625,0.14014000000000001,0.65005,1.0997
17398,139.18,0.43988,0.030539999999999998,0.14502,0.65005,1.0968
17399,139.19,0.43988,0.023699,0.1499,0.6451600000000001,1.0938
17400,139.2,0.44477,0.018568,0.1499,0.6451600000000001,1.089
17401,139.21,0.44477,0.013438,0.15527,0.64027,1.0821
17402,139.22,0.44477,0.0097728,0.15527,0.64027,1.0743
17403,139.22,0.43988,0.0063523,0.16016,0.64027,1.0684
17404,139.23,0.43988,0.0041534,0.16504000000000002,0.64027,1.0714
17405,139.24,0.43988,0.0019546,0.16504000000000002,0.64027,1.088
17406,139.25,0.43988,0.00073296,0.16504000000000002,0.64027,1.1241
17407,139.26,0.43988,-0.00024432,0.16016,0.64027,1.1906
17408,139.26,0.43988,0.00073296,0.16992000000000002,0.64027,1.2933
17409,139.27,0.43988,0.0017102,0.16992000000000002,0.6349,1.4321
17410,139.28,0.43988,0.0043977,0.16504000000000002,0.6349,1.6012
17411,139.29,0.43988,0.0073296,0.16992000000000002,0.6349,1.7908
17412,139.3,0.43988,0.01075,0.16992000000000002,0.64027,1.9883
17413,139.3,0.45015,0.014415,0.18506,0.62512,2.1799
17414,139.31,0.47996000000000005,0.018324,0.21484,0.60997,2.3558
17415,139.32,0.50489,0.022477,0.25488,0.58504,2.5103
17416,139.33,0.54008,0.026875,0.29004,0.55523,2.6246
17417,139.34,0.54497,0.031273,0.31494,0.5351899999999999,2.7077
17418,139.34,0.55523,0.035914999999999996,0.34521,0.51515,2.781
17419,139.35,0.5351899999999999,0.040557,0.35498,0.5,2.8387
17420,139.36,0.52981,0.045199,0.39502,0.47996000000000005,2.8798
17421,139.37,0.49511000000000005,0.050086,0.33984000000000003,0.50489,2.9042
17422,139.38,0.47018999999999994,0.054972,0.28026999999999996,0.54985,2.9159
17423,139.38,0.43988,0.059858,0.21484,0.6002,2.9159
17424,139.39,0.43011000000000005,0.06474500000000001,0.16016,0.64027,2.9071
17425,139.4,0.41984,0.069631,0.13525,0.6603100000000001,2.8905
17426,139.41,0.41984,0.074517,0.12988,0.6652,2.8680000000000003
17427,139.42,0.41984,0.079648,0.12988,0.6652,2.8397
17428,139.42,0.41984,0.085268,0.12988,0.6603100000000001,2.8074
17429,139.43,0.43011000000000005,0.09113099999999999,0.12988,0.6652,2.7713
17430,139.44,0.42473,0.097484,0.12988,0.65494,2.7312
17431,139.45,0.435,0.10407999999999999,0.14502,0.65005,2.6882
17432,139.46,0.43988,0.11043,0.1499,0.6451600000000001,2.6413
17433,139.46,0.43011000000000005,0.11703,0.10497999999999999,0.67009,2.5914
17434,139.47,0.47996000000000005,0.12337999999999999,0.0,0.75024,2.5396
17435,139.48,0.6050800000000001,0.12997999999999998,-0.014648,0.64027,2.4848
17436,139.49,0.8250200000000001,0.13731,0.8300799999999999,0.12952,2.4252
17437,139.5,0.98045,0.14464000000000002,1.5,-0.42571000000000003,2.3617
17438,139.5,1.0054,0.1527,1.5,-0.50049,2.2952
17439,139.51,0.39492,0.16076,1.125,0.024437999999999998,2.2248
17440,139.52,0.32991,0.16809000000000002,0.6049800000000001,0.35484,2.1515
17441,139.53,0.49022,0.17567,0.35986,0.52493,2.0841
17442,139.54,0.51515,0.18275,0.2251,0.60997,2.0196
17443,139.54,0.50978,0.19008,0.16016,0.6451600000000001,1.9482
17444,139.55,0.50978,0.19814,0.125,0.67009,1.8749
17445,139.56,0.51515,0.20621,0.10497999999999999,0.68035,1.8035
17446,139.57,0.52493,0.21525,0.1001,0.69013,1.7369999999999999
17447,139.58,0.52981,0.22429000000000002,0.1001,0.68524,1.6764
17448,139.58,0.5351899999999999,0.23381,0.1001,0.69013,1.6227
17449,139.59,0.54497,0.24359,0.10497999999999999,0.68035,1.5777
17450,139.6,0.54985,0.2536,0.11523,0.67009,1.5396
17451,139.61,0.56012,0.26387,0.125,0.6652,1.5073
17452,139.62,0.56989,0.27339,0.13525,0.6603100000000001,1.48
17453,139.62,0.57527,0.28317,0.1499,0.65494,1.4604
17454,139.63,0.58016,0.29245,0.15527,0.6451600000000001,1.4457
17455,139.64,0.59531,0.30173,0.16992000000000002,0.64027,1.4311
17456,139.65,0.6050800000000001,0.312,0.18506,0.62512,1.4164
17457,139.66,0.60997,0.32226,0.2002,0.6202300000000001,1.4018
17458,139.66,0.62512,0.3335,0.22021,0.60997,1.3871
17459,139.67,0.6300100000000001,0.34473000000000004,0.24023000000000003,0.59531,1.3715
17460,139.68,0.6451600000000001,0.35548,0.24023000000000003,0.59531,1.3558
17461,139.69,0.65005,0.36648000000000003,0.26025,0.58504,1.3402
17462,139.7,0.6652,0.37723,0.2749,0.57527,1.3255
17463,139.7,0.67498,0.38822,0.28515999999999997,0.565,1.3109
17464,139.71,0.69501,0.4002,0.31006,0.54985,1.2952
17465,139.72,0.70039,0.41241000000000005,0.3252,0.54008,1.2796
17466,139.73,0.7199399999999999,0.42536,0.3501,0.52493,1.2678
17467,139.74,0.7199399999999999,0.43855,0.375,0.50978,1.2581
17468,139.74,0.7350899999999999,0.45126000000000005,0.3999,0.49511000000000005,1.2454
17469,139.75,0.74536,0.46421,0.43018,0.47996000000000005,1.2317
17470,139.76,0.75513,0.47641999999999995,0.45996000000000004,0.45992,1.218
17471,139.77,0.7654,0.48888000000000004,0.49023,0.43988,1.2043
17472,139.78,0.7654,0.49938999999999995,0.52979,0.41984,1.1906
17473,139.78,0.75513,0.5101399999999999,0.55518,0.3998,1.1779
17474,139.79,0.73998,0.51942,0.5752,0.38514,1.1652
17475,139.8,0.71017,0.52895,0.55518,0.39492,1.1525
17476,139.81,0.67009,0.53799,0.50488,0.42473,1.1408
